text_number	file_name	file_path	segment_start	segment_end	segment_text
c03-094	c03-094e.png	/154/c03-094e.png	904	1085	sitively pushing, Miss Sheila Allen his wife,
c03-094	c03-094e.png	/154/c03-094e.png	1085	1268	always palely appealing, Mr. James Maxwell,
c03-094	c03-094e.png	/154/c03-094e.png	1268	1445	the editor, always comically abashed by
c03-094	c03-094e.png	/154/c03-094e.png	1445	1624	the events, and Mr. Aubrey Richards, the
c03-094	c03-094e.png	/154/c03-094e.png	1624	1805	father-in-law, always comically grotesque;
c03-094	c03-094e.png	/154/c03-094e.png	1805	1983	they were not asked to modulate from
c03-094	c03-094e.png	/154/c03-094e.png	1983	2162	their set moods but played with proper
c03-094	c03-094e.png	/154/c03-094e.png	2162	2343	efficiency and, in the case of Mr. Richards,
c03-094	c03-094e.png	/154/c03-094e.png	2343	2531	with lavish and suitably gaudy colour.
c03-021	c03-021e.png	/154/c03-021e.png	912	1090	In Fanny the pregnant girl is befriended
c03-021	c03-021e.png	/154/c03-021e.png	1090	1267	by an old man. Here it is a young homo-
c03-021	c03-021e.png	/154/c03-021e.png	1267	1444	sexual, estranged from women but yet moved
c03-021	c03-021e.png	/154/c03-021e.png	1444	1625	by a strong maternal instinct to the unborn
c03-021	c03-021e.png	/154/c03-021e.png	1625	1805	child as much as to the expectant mother,
c03-021	c03-021e.png	/154/c03-021e.png	1805	1984	who acts as a protector and comforter to
c03-021	c03-021e.png	/154/c03-021e.png	1984	2166	her in her hour of need. He shares her room
c03-021	c03-021e.png	/154/c03-021e.png	2166	2347	and gives her his forlorn gift of com-
c03-021	c03-021e.png	/154/c03-021e.png	2347	2530	panionship and sympathy - ”you need someone
c03-021	c03-021e.png	/154/c03-021e.png	2532	2700	to love you while you are looking for
c03-007	c03-007e.png	/154/c03-007e.png	708	902	In A Taste of Honey Mr. Richardson has
c03-007	c03-007e.png	/154/c03-007e.png	902	1084	taken a town in the industrial North of
c03-007	c03-007e.png	/154/c03-007e.png	1084	1264	England and has made it live. The shabby
c03-007	c03-007e.png	/154/c03-007e.png	1264	1446	streets and wet pavements, the school play-
c03-007	c03-007e.png	/154/c03-007e.png	1447	1627	grounds, the public monuments and the
c03-007	c03-007e.png	/154/c03-007e.png	1627	1802	rubbish strewn canals - even the worn
c03-007	c03-007e.png	/154/c03-007e.png	1802	1986	head-stones in the churchyard, ”sacred to
c03-007	c03-007e.png	/154/c03-007e.png	1986	2167	the memory of” - are seen as an integral
c03-007	c03-007e.png	/154/c03-007e.png	2169	2345	part of the story.
c03-081	c03-081e.png	/154/c03-081e.png	718	906	Arguably, the dramatist has committed a
c03-081	c03-081e.png	/154/c03-081e.png	906	1085	technical error in allowing Irene to speak
c03-081	c03-081e.png	/154/c03-081e.png	1085	1268	for herself; we would be altogether clearer
c03-081	c03-081e.png	/154/c03-081e.png	1268	1441	in our minds about her if she remained
c03-081	c03-081e.png	/154/c03-081e.png	1441	1624	a flawed but beautiful enigma, seen but
c03-081	c03-081e.png	/154/c03-081e.png	1624	1805	not heard. However, Miss Pinkie Johnstone
c03-081	c03-081e.png	/154/c03-081e.png	1805	1984	makes her few brief scenes effective, and
c03-081	c03-081e.png	/154/c03-081e.png	1984	2168	Mr. Dinsdale Landen, in the longest and most
c03-081	c03-081e.png	/154/c03-081e.png	2168	2351	exacting role, that of the sergeant, gives a perfor-
c03-081	c03-081e.png	/154/c03-081e.png	2351	2531	mance of rare intelligence and restrained
c03-081	c03-081e.png	/154/c03-081e.png	2550	2689	power.
c03-084	c03-084e.png	/154/c03-084e.png	718	906	Mr. Bryan Stonehouse’s production is quietly
c03-084	c03-084e.png	/154/c03-084e.png	906	1088	effective, giving full value to the formal elements
c03-084	c03-084e.png	/154/c03-084e.png	1088	1264	of Betti’s writing without over-emphasizing
c03-084	c03-084e.png	/154/c03-084e.png	1264	1445	them. Last night’s play in the ”Play of the
c03-084	c03-084e.png	/154/c03-084e.png	1445	1621	Week” series on independent television, Then We
c03-084	c03-084e.png	/154/c03-084e.png	1621	1802	Fall, by Mr. Paul Ferris, was a morality on
c03-084	c03-084e.png	/154/c03-084e.png	1802	1982	the not unfamiliar theme of the destructive
c03-084	c03-084e.png	/154/c03-084e.png	1982	2161	power of unbridled ambition.
c03-096	c03-096e.png	/154/c03-096e.png	708	899	Only Mr. Lucas’s actions, therefore, arose
c03-096	c03-096e.png	/154/c03-096e.png	899	1080	explicably from appreciable motives. The
c03-096	c03-096e.png	/154/c03-096e.png	1080	1259	rest, one feels, were driven to effective action by
c03-096	c03-096e.png	/154/c03-096e.png	1259	1439	the author in spite of the ineffectuality
c03-096	c03-096e.png	/154/c03-096e.png	1439	1620	with which he had endowed them. One hopes that he
c03-096	c03-096e.png	/154/c03-096e.png	1620	1794	is not asking us to believe that, because of
c03-096	c03-096e.png	/154/c03-096e.png	1794	1981	their odd accents, they act oddly like the
c03-096	c03-096e.png	/154/c03-096e.png	1981	2160	queer foreigners of tradition.
c03-003	c03-003e.png	/154/c03-003e.png	716	907	This is not a filmed play. It has been
c03-003	c03-003e.png	/154/c03-003e.png	907	1086	conceived throughout in terms of the cinema,
c03-003	c03-003e.png	/154/c03-003e.png	1086	1265	and again and again it is the visual qualities
c03-003	c03-003e.png	/154/c03-003e.png	1265	1444	of the story, and the marriage of the central
c03-003	c03-003e.png	/154/c03-003e.png	1444	1620	characters to their background, which bring
c03-003	c03-003e.png	/154/c03-003e.png	1620	1803	the film so vividly to life. In Fanny, which
c03-003	c03-003e.png	/154/c03-003e.png	1803	1979	also has its premiere tomorrow, the director,
c03-003	c03-003e.png	/154/c03-003e.png	1979	2163	Mr. Joshua Logan, attempted but failed to
c03-003	c03-003e.png	/154/c03-003e.png	2163	2342	create the atmosphere of a city.
c03-087	c03-087e.png	/154/c03-087e.png	727	909	It went, perhaps, some distance beyond most
c03-087	c03-087e.png	/154/c03-087e.png	909	1091	treatments of its subject by attempting to
c03-087	c03-087e.png	/154/c03-087e.png	1091	1266	generate a melodramatic inevitability
c03-087	c03-087e.png	/154/c03-087e.png	1266	1446	which left its central character and the world
c03-087	c03-087e.png	/154/c03-087e.png	1446	1625	around him in complete, unredeemable de-
c03-087	c03-087e.png	/154/c03-087e.png	1625	1806	solation. We could, perhaps, say whether or not
c03-087	c03-087e.png	/154/c03-087e.png	1806	1985	the attempt succeeded if we had a little more
c03-087	c03-087e.png	/154/c03-087e.png	1985	2164	faith in the way in which Mr. Ferris mani-
c03-087	c03-087e.png	/154/c03-087e.png	2164	2345	pulated his characters.
c03-016	c03-016e.png	/154/c03-016e.png	905	1085	But there is heart in the telling, and an
c03-016	c03-016e.png	/154/c03-016e.png	1085	1268	intense realism in the situation. A young
c03-016	c03-016e.png	/154/c03-016e.png	1268	1444	girl lives in a single dingy room with her
c03-016	c03-016e.png	/154/c03-016e.png	1445	1626	slatternly, promiscuous mother. In such
c03-016	c03-016e.png	/154/c03-016e.png	1626	1800	surroundings she learns sex is something
c03-016	c03-016e.png	/154/c03-016e.png	1800	1977	sordid, and when she experiences it for the
c03-016	c03-016e.png	/154/c03-016e.png	1977	2158	first time herself it is incoherently,
c03-016	c03-016e.png	/154/c03-016e.png	2158	2340	clumsily, but half shyly and half in-
c03-016	c03-016e.png	/154/c03-016e.png	2340	2518	quisitively. As is the case in Fanny her
c03-016	c03-016e.png	/154/c03-016e.png	2518	2699	first lover is a sailor who leaves her to
c03-000	c03-000e.png	/154/c03-000e.png	709	908	The film version of Miss Shelagh Delaney’s
c03-000	c03-000e.png	/154/c03-000e.png	908	1086	play A Taste of Honey opens at the Leicester
c03-000	c03-000e.png	/154/c03-000e.png	1086	1266	Square Theatre tomorrow. It has been produced
c03-000	c03-000e.png	/154/c03-000e.png	1266	1443	and directed by Mr. Tony Richardson, who is
c03-000	c03-000e.png	/154/c03-000e.png	1443	1626	also part-author with Miss Delaney of the
c03-000	c03-000e.png	/154/c03-000e.png	1626	1809	script, and the great advantages to be
c03-000	c03-000e.png	/154/c03-000e.png	1809	1990	derived from this unity of conception and
c03-000	c03-000e.png	/154/c03-000e.png	1990	2163	control are everywhere apparent.
a06-095	a06-095.png	/080/a06-095.png	853	1031	Mr. Macmillan said we could be more help
a06-095	a06-095.png	/080/a06-095.png	1031	1210	to the Commonwealth through the
a06-095	a06-095.png	/080/a06-095.png	1210	1387	strength we would gain in the Common
a06-095	a06-095.png	/080/a06-095.png	1387	1568	Market than by isolation. He paid
a06-095	a06-095.png	/080/a06-095.png	1568	1747	tribute to the development of the
a06-095	a06-095.png	/080/a06-095.png	1747	1934	Common Market. ”The Community
a06-095	a06-095.png	/080/a06-095.png	1934	2112	(Common Market) has imparted an
a06-095	a06-095.png	/080/a06-095.png	2112	2285	impetus and an economic growth
a06-095	a06-095.png	/080/a06-095.png	2285	2478	to The Six. Above all, it is an idea
a06-095	a06-095.png	/080/a06-095.png	2478	2636	which has gripped men’s minds,”
c03-021	c03-021a.png	/150/c03-021a.png	787	967	In Fanny the pregnant girl is befriended by
c03-021	c03-021a.png	/150/c03-021a.png	967	1141	an old man. Here it is a young homosexual,
c03-021	c03-021a.png	/150/c03-021a.png	1147	1323	estranged from women but yet moved by a
c03-021	c03-021a.png	/150/c03-021a.png	1323	1503	strong maternal instinct to the unborn child
c03-021	c03-021a.png	/150/c03-021a.png	1503	1683	as much as to the expectant mother, who acts
c03-021	c03-021a.png	/150/c03-021a.png	1683	1862	as a protector and comforter to her in her
c03-021	c03-021a.png	/150/c03-021a.png	1863	2041	hour of need. He shares her room and gives
c03-021	c03-021a.png	/150/c03-021a.png	2041	2223	her his forlorn gift of companionship and sym-
c03-021	c03-021a.png	/150/c03-021a.png	2223	2406	pathy - ”you need someone to love you while
c03-021	c03-021a.png	/150/c03-021a.png	2406	2585	you are looking for someone to love”.
c03-096	c03-096a.png	/150/c03-096a.png	680	858	Only Mr. Lucas’s actions, therefore, arose
c03-096	c03-096a.png	/150/c03-096a.png	858	1036	explicably from appreciable motives. The rest,
c03-096	c03-096a.png	/150/c03-096a.png	1036	1216	one feels, were driven to effective action by
c03-096	c03-096a.png	/150/c03-096a.png	1216	1395	the author in spite of the ineffectuality
c03-096	c03-096a.png	/150/c03-096a.png	1395	1575	with which he had endowed them. One
c03-096	c03-096a.png	/150/c03-096a.png	1575	1754	hopes that he is not asking us to believe
c03-096	c03-096a.png	/150/c03-096a.png	1754	1935	that, because of their odd accents, they
c03-096	c03-096a.png	/150/c03-096a.png	1935	2118	act oddly like the queer foreigners of
c03-096	c03-096a.png	/150/c03-096a.png	2123	2268	tradition.
c03-081	c03-081a.png	/150/c03-081a.png	765	942	Arguably, the dramatist has committed a
c03-081	c03-081a.png	/150/c03-081a.png	946	1119	technical error in allowing Irene to speak
c03-081	c03-081a.png	/150/c03-081a.png	1127	1304	for herself; we would be altogether clearer
c03-081	c03-081a.png	/150/c03-081a.png	1305	1480	in our minds about her if she remained
c03-081	c03-081a.png	/150/c03-081a.png	1483	1663	a flawed but beautiful enigma, seen but not
c03-081	c03-081a.png	/150/c03-081a.png	1663	1843	heard. However, Miss Pinkie Johnstone makes her
c03-081	c03-081a.png	/150/c03-081a.png	1843	2023	few brief scenes effective, and Mr. Dinsdale
c03-081	c03-081a.png	/150/c03-081a.png	2023	2201	Landen, in the longest and most exacting role,
c03-081	c03-081a.png	/150/c03-081a.png	2203	2385	that of the sergeant, gives a performance of
c03-081	c03-081a.png	/150/c03-081a.png	2385	2562	rare intelligence and restrained power.
c03-000	c03-000a.png	/150/c03-000a.png	728	910	The film version of Miss Shelagh Delaney’s
c03-000	c03-000a.png	/150/c03-000a.png	910	1092	play A Taste of Honey opens at the Leicester
c03-000	c03-000a.png	/150/c03-000a.png	1092	1272	Square Theatre tomorrow. It has been produced
c03-000	c03-000a.png	/150/c03-000a.png	1272	1452	an directed by Mr. Tony Richardson, who is also
c03-000	c03-000a.png	/150/c03-000a.png	1452	1634	part-author with Miss Delaney of the script,
c03-000	c03-000a.png	/150/c03-000a.png	1634	1816	and the great advantages to be derived from
c03-000	c03-000a.png	/150/c03-000a.png	1816	1995	this unity of conception and control are
c03-000	c03-000a.png	/150/c03-000a.png	2013	2185	everywhere apparent.
c03-003	c03-003a.png	/150/c03-003a.png	727	903	This is not a filmed play. It has been
c03-003	c03-003a.png	/150/c03-003a.png	903	1080	conceived throughout in terms of the cinema,
c03-003	c03-003a.png	/150/c03-003a.png	1084	1262	and again and again it is the visual qualities
c03-003	c03-003a.png	/150/c03-003a.png	1262	1439	of the story, and the marriage of the central
c03-003	c03-003a.png	/150/c03-003a.png	1439	1619	characters to their background, which bring
c03-003	c03-003a.png	/150/c03-003a.png	1619	1801	the film so vividly to life. In Fanny, which
c03-003	c03-003a.png	/150/c03-003a.png	1801	1980	also has its premiere tomorrow, the director,
c03-003	c03-003a.png	/150/c03-003a.png	1980	2162	Mr. Joshua Logan, attempted but failed to create
c03-003	c03-003a.png	/150/c03-003a.png	2163	2336	the atmosphere of a city.
c03-016	c03-016a.png	/150/c03-016a.png	756	949	But there is heart in the telling, and an
c03-016	c03-016a.png	/150/c03-016a.png	949	1131	intense realism in the situation. A young
c03-016	c03-016a.png	/150/c03-016a.png	1131	1312	girl lives in a single dingy room with
c03-016	c03-016a.png	/150/c03-016a.png	1312	1492	her slatternly, promiscuous mother. In such
c03-016	c03-016a.png	/150/c03-016a.png	1492	1670	surroundings she learns sex is something
c03-016	c03-016a.png	/150/c03-016a.png	1670	1852	sordid, and when she experiences it for the
c03-016	c03-016a.png	/150/c03-016a.png	1852	2029	first time herself it is incoherently, clumsily,
c03-016	c03-016a.png	/150/c03-016a.png	2029	2207	but half inquisitively. As is the case in Fanny
c03-016	c03-016a.png	/150/c03-016a.png	2207	2387	her first lover is a sailor who leaves her
c03-016	c03-016a.png	/150/c03-016a.png	2387	2579	to bear his child and sails away.
c03-007	c03-007a.png	/150/c03-007a.png	731	918	In A Taste of Honey Mr. Richardson has
c03-007	c03-007a.png	/150/c03-007a.png	918	1102	taken a town in the industrial North of England
c03-007	c03-007a.png	/150/c03-007a.png	1102	1282	and has made it live. The shabby streets and
c03-007	c03-007a.png	/150/c03-007a.png	1282	1461	wet pavements, the school play-grounds, the
c03-007	c03-007a.png	/150/c03-007a.png	1461	1640	public monuments and the rubbish strewn canals -
c03-007	c03-007a.png	/150/c03-007a.png	1640	1820	even the worn head-stones in the churchyard,
c03-007	c03-007a.png	/150/c03-007a.png	1820	2000	”sacred to the memory of” - are seen as an
c03-007	c03-007a.png	/150/c03-007a.png	2000	2180	integral part of the story.
c03-087	c03-087a.png	/150/c03-087a.png	729	908	It went, perhaps, some distance beyond most
c03-087	c03-087a.png	/150/c03-087a.png	908	1085	treatments of its subject by attempting to
c03-087	c03-087a.png	/150/c03-087a.png	1089	1266	generate a melodramatic inevitability which
c03-087	c03-087a.png	/150/c03-087a.png	1266	1442	left its central character and the world
c03-087	c03-087a.png	/150/c03-087a.png	1450	1625	around him in complete, unredeemable desolation.
c03-087	c03-087a.png	/150/c03-087a.png	1629	1806	We could, perhaps, say whether or not the attempt
c03-087	c03-087a.png	/150/c03-087a.png	1806	1981	succeeded if we had a little more faith in the
c03-087	c03-087a.png	/150/c03-087a.png	1986	2160	way in which Mr. Ferris manipulated his
c03-087	c03-087a.png	/150/c03-087a.png	2186	2327	characters.
c03-094	c03-094a.png	/150/c03-094a.png	723	905	Mr. William Lucas (Morris) is always insensi-
